Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
2866543,AIR_9,COUNTRY,EST,EUR,YEAR,Europe,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,25 [5-61],24.75584,4.82257,60.76642,,2022-08-26T09:25:59+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2866893,AIR_9,COUNTRY,MRT,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,194 [122-263],194.11121,121.81328,263.45588,,2022-08-26T09:26:17+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2878268,AIR_9,UNSDGREGION,UNSDG_CENTRALASIASOUTHERNASIA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,354.68 [265.24-457.56],354.67554,265.23512,457.56423,,2022-09-12T15:58:39+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2878951,AIR_9,COUNTRY,TUR,EUR,YEAR,Europe,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,65 [38-94],65.03582,38.29466,93.89251,,2022-08-26T09:26:34+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2879302,AIR_9,GLOBAL,GLOBAL,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,4.45 [2.93-6.19],4.44786,2.92758,6.18934,,2022-09-12T17:38:20+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2889988,AIR_9,UNREGION,35,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,71.55 [45.00-92.39],71.54784,44.99673,92.39027,,2022-09-12T16:33:10+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2890468,AIR_9,UNREGION,145,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,60.11 [39.65-75.93],60.10663,39.65333,75.9285,,2022-09-12T16:33:25+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2891047,AIR_9,UNREGION,150,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,22.07 [8.81-38.81],22.06878,8.80625,38.80851,,2022-09-12T16:32:37+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2891499,AIR_9,UNSDGREGION,UNSDG_EUROPENORTHERNAMR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,2.49 [1.06-4.46],2.48691,1.0565,4.46143,,2022-09-12T15:58:49+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2891819,AIR_9,REGION,WPR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,29.51 [15.63-44.59],29.51077,15.63089,44.59137,,2022-09-12T17:08:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2898228,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,41.59 [27.85-52.46],41.59325,27.85473,52.46458,,2022-09-12T15:58:42+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2902899,AIR_9,UNSDGREGION,UNSDG_SUBSAHARANAFRICA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,15.24 [9.19-21.83],15.23542,9.18788,21.82577,,2022-09-12T15:59:00+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2903376,AIR_9,COUNTRY,BHS,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,45 [0-125],45.46007,0.0,125.17569,,2022-08-26T09:25:48+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2915832,AIR_9,REGION,WPR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,51.09 [34.42-64.65],51.08563,34.41877,64.64755,,2022-09-12T17:08:05+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2916841,AIR_9,COUNTRY,MLT,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,597 [351-795],597.17582,351.29694,795.31668,,2022-08-26T09:26:16+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2922925,AIR_9,REGION,AFR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.46 [0.26-0.71],0.45984,0.26362,0.71299,,2022-09-12T17:07:44+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2928559,AIR_9,UNREGION,145,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,12.22 [6.50-18.41],12.22429,6.50058,18.41023,,2022-09-12T16:33:24+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2929804,AIR_9,COUNTRY,CYP,EUR,YEAR,Europe,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,68 [31-112],67.74145,31.38184,112.49107,,2022-08-26T09:25:55+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2934346,AIR_9,UNSDGREGION,UNSDG_SUBSAHARANAFRICA,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE15-19,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,7.67 [4.66-10.91],7.66761,4.66213,10.91405,,2022-09-12T15:58:57+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2935805,AIR_9,COUNTRY,BTN,SEAR,YEAR,South-East Asia,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,220 [76-432],220.3713,76.42154,432.28689,,2022-08-26T09:25:50+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2941269,AIR_9,UNREGION,35,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,3.62 [1.78-5.54],3.61674,1.78041,5.54364,,2022-09-12T16:33:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2941694,AIR_9,UNREGION,150,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,1.35 [0.53-2.38],1.35493,0.53475,2.38106,,2022-09-12T16:32:37+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2942379,AIR_9,COUNTRY,HND,AMR,YEAR,Americas,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,8 [4-14],8.17463,3.77842,13.98139,,2022-08-26T09:26:04+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2946983,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,37.90 [23.06-55.67],37.90445,23.06034,55.66873,,2022-09-12T15:58:43+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2947536,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,3.68 [2.50-4.64],3.67605,2.50055,4.6406,,2022-09-12T16:32:32+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2947607,AIR_9,COUNTRY,PER,AMR,YEAR,Americas,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,27 [15-42],26.97881,14.97561,42.10262,,2022-08-26T09:26:22+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2947887,AIR_9,REGION,WPR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,1.70 [1.10-2.35],1.70456,1.09834,2.35056,,2022-09-12T17:08:05+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2948210,AIR_9,UNREGION,35,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE45-49,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,6.36 [3.71-9.20],6.36496,3.7074,9.20001,,2022-09-12T16:33:11+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2959337,AIR_9,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE15-19,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,0.29 [0.16-0.45],0.28662,0.15695,0.45279,,2022-09-12T14:48:59+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2960477,AIR_9,COUNTRY,AUT,EUR,YEAR,Europe,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,53 [26-91],52.61337,25.59716,91.32328,,2022-08-26T09:25:45+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2960887,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,22.04 [13.41-32.38],22.03845,13.40913,32.38333,,2022-09-12T15:58:40+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2966261,AIR_9,REGION,EUR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE10-14,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,1.64 [1.07-2.26],1.63513,1.06505,2.2597,,2022-09-12T17:07:59+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2966508,AIR_9,COUNTRY,MNE,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,58 [31-94],57.97236,31.26919,94.19605,,2022-08-26T09:26:17+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2967575,AIR_9,COUNTRY,CUB,AMR,YEAR,Americas,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,584 [328-809],583.97942,328.43145,808.82572,,2022-08-26T09:25:55+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2972263,AIR_9,COUNTRY,USA,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,22 [6-50],21.84799,5.68348,49.94278,,2022-08-26T09:26:35+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2979053,AIR_9,COUNTRY,RWA,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,869 [422-1 304],869.33039,422.14757,1303.56169,,2022-08-26T09:26:25+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2985259,AIR_9,COUNTRY,BEL,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,549 [380-739],549.02378,380.24554,738.86911,,2022-08-26T09:25:46+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2991476,AIR_9,UNSDGREGION,UNSDG_EUROPENORTHERNAMR,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,16.48 [6.97-29.34],16.48344,6.97286,29.33659,,2022-09-12T15:58:49+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2991863,AIR_9,UNREGION,202,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE65-69,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,32.84 [21.03-42.40],32.83919,21.03437,42.39957,,2022-09-12T16:33:20+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2998055,AIR_9,REGION,WPR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,1.70 [1.07-2.38],1.70209,1.06732,2.3797,,2022-09-12T17:08:05+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2998425,AIR_9,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,101 [52-151],100.8202,52.13975,150.65459,,2022-08-26T09:26:08+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2999316,AIR_9,REGION,SEAR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,88.65 [61.07-111.76],88.64569,61.07171,111.76273,,2022-09-12T17:07:51+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2999364,AIR_9,COUNTRY,HND,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,120 [56-190],119.72947,56.13035,189.66012,,2022-08-26T09:26:04+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
2999457,AIR_9,UNSDGREGION,UNSDG_AUSTRALIANEWZEALAND,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE55-59,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,14.81 [8.21-20.61],14.80925,8.20828,20.61448,,2022-09-12T15:58:31+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3005194,AIR_9,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,463.76 [274.31-619.91],463.76453,274.31242,619.90545,,2022-09-12T14:48:58+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3005205,AIR_9,COUNTRY,TON,WPR,YEAR,Western Pacific,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,6 [0-18],6.36826,0.0,17.78543,,2022-08-26T09:26:33+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3005610,AIR_9,COUNTRY,GMB,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,258 [166-342],258.19012,166.01732,342.09467,,2022-08-26T09:26:02+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3011924,AIR_9,UNREGION,143,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,95.06 [64.50-121.90],95.06032,64.49908,121.90324,,2022-09-12T16:32:29+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3016757,AIR_9,UNREGION,21,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,0.36 [0.09-0.82],0.35753,0.092,0.82075,,2022-09-12T16:33:03+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3017552,AIR_9,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,,,231 [152-296],231.36279,151.64333,296.04947,,2022-08-26T09:26:32+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3018455,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,137.08 [83.16-201.87],137.08281,83.16204,201.86579,,2022-09-12T15:58:41+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3023110,AIR_9,COUNTRY,ERI,AFR,YEAR,Africa,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,782 [241-1 384],782.39945,241.22067,1383.78701,,2022-08-26T09:25:58+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3029630,AIR_9,GLOBAL,GLOBAL,,YEAR,,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,8.38 [5.66-10.55],8.37578,5.66378,10.54509,,2022-09-12T17:38:21+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3030533,AIR_9,UNSDGREGION,UNSDG_CENTRALASIASOUTHERNASIA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGEAll,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,270.14 [146.17-409.57],270.14474,146.16737,409.56836,,2022-09-12T15:58:38+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3031105,AIR_9,COUNTRY,KAZ,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,104 [61-148],103.51882,60.92686,148.47722,,2022-08-26T09:26:09+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3035514,AIR_9,COUNTRY,UZB,EUR,YEAR,Europe,SEX,2019,SEX_FMLE,ENVCAUSE,ENVCAUSE_ENVCAUSE000,,,,,1 475 [1 131-1 825],1474.78204,1131.21991,1824.99677,,2022-08-26T09:26:35+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3042291,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,36.97 [22.62-53.90],36.96876,22.62323,53.90227,,2022-09-12T16:32:34+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3043799,AIR_9,UNREGION,150,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE25-29,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,0.06 [0.03-0.10],0.06209,0.03037,0.10385,,2022-09-12T16:32:38+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3048071,AIR_9,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,150 [3-390],150.37304,3.0135,390.31515,,2022-08-26T09:26:23+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3054902,AIR_9,COUNTRY,TCD,AFR,YEAR,Africa,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,172 [83-275],171.69652,83.00645,274.89458,,2022-08-26T09:26:31+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3056104,AIR_9,UNREGION,419,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,4.35 [1.99-7.19],4.35436,1.98849,7.19098,,2022-09-12T16:32:39+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3061320,AIR_9,UNSDGREGION,UNSDG_LAC,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,2.42 [1.24-4.01],2.42276,1.23803,4.00816,,2022-09-12T15:58:47+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3073862,AIR_9,COUNTRY,GRD,AMR,YEAR,Americas,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,,,148 [53-273],148.0375,52.71763,272.59105,,2022-08-26T09:26:03+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3074110,AIR_9,UNSDGREGION,UNSDG_CENTRALASIASOUTHERNASIA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE60-64,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,40.86 [22.03-61.94],40.86129,22.03157,61.94031,,2022-09-12T15:58:38+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3074271,AIR_9,REGION,AFR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,2.10 [0.77-3.97],2.10042,0.76735,3.97163,,2022-09-12T17:07:43+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3074985,AIR_9,COUNTRY,MNG,WPR,YEAR,Western Pacific,SEX,2019,SEX_BTSX,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,,,192 [131-257],192.4337,131.44991,257.27201,,2022-08-26T09:26:17+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3080216,AIR_9,UNREGION,9,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,1.83 [0.60-3.62],1.83162,0.60403,3.62168,,2022-09-12T16:33:07+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3080654,AIR_9,UNSDGREGION,UNSDG_WESTERNASIANORTHERNAFR,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE114,,,7.09 [3.86-10.61],7.0864,3.8582,10.61217,,2022-09-12T15:59:04+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3080816,AIR_9,COUNTRY,VUT,WPR,YEAR,Western Pacific,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,,,71 [0-242],71.41508,0.0,242.08636,,2022-08-26T09:26:37+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3087728,AIR_9,REGION,AFR,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,5.27 [1.94-10.25],5.27174,1.94045,10.25163,,2022-09-12T17:07:43+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3092960,AIR_9,UNREGION,34,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE75-79,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,2.16 [1.38-3.06],2.16096,1.38203,3.05571,,2022-09-12T16:33:13+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3093562,AIR_9,UNREGION,30,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE70-74,ENVCAUSE,ENVCAUSE_ENVCAUSE039,,,6.51 [4.14-9.14],6.50744,4.14127,9.13585,,2022-09-12T16:32:31+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3094224,AIR_9,WORLDBANKINCOMEGROUP,WB_HI,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE30-34,ENVCAUSE,ENVCAUSE_ENVCAUSE118,,,0.74 [0.26-1.49],0.74434,0.26451,1.49003,,2022-09-12T14:48:55+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3099303,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE50-54,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,14.79 [9.01-21.69],14.79153,9.00811,21.68581,,2022-09-12T15:58:40+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3099900,AIR_9,UNSDGREGION,UNSDG_LAC,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE80+,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,1.76 [0.90-2.91],1.75724,0.90339,2.90834,,2022-09-12T15:58:45+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3100088,AIR_9,GLOBAL,GLOBAL,,YEAR,,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_AGE40-44,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,2.03 [1.23-3.00],2.02668,1.22778,3.00369,,2022-09-12T17:38:21+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3100711,AIR_9,COUNTRY,USA,AMR,YEAR,Americas,SEX,2019,SEX_MLE,ENVCAUSE,ENVCAUSE_ENVCAUSE068,,,,,27 [12-52],27.35272,11.80501,51.9749,,2022-08-26T09:26:35+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
3100919,AIR_9,UNSDGREGION,UNSDG_EASTERNASIASOUTHEASTERNASIA,,YEAR,,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_AGE35-39,ENVCAUSE,ENVCAUSE_ENVCAUSE113,,,17.65 [11.75-22.31],17.65162,11.7484,22.31486,,2022-09-12T15:58:42+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
